"itemCode","itemValue"
"1607430","Surgical stent-lower"
"1607431","Surgical splint-lower"
"1609","Orbitotomy NEC"
"1609999","Other procedures and operations on mandible"
"161","Remove penetrat FB eye"
"1610400","Biopsy of facial bone"
"1610502","Cephalometric film lateral"
"1612100","Incision of facial bone"
"1612600","Debridement of lesion of facial bone"
"1612601","Local excision of lesion of facial bone"
"1612603","Sequestrectomy of facial bone"
"1612610","Partial ostectomy of facial bone"
"1612611","Total ostectomy of facial bone"
"1612698","Other resection of facial bone"
"1612800","Destruction of lesion of facial bone"
"1613600","Closed reduction of facial fracture"
"1613601","Open reduction of facial fracture"
"1613699","Reduction of facial fracture, not otherwise specified"
"1613700","External fixation of facial fracture"
"1613701","Internal fixation of facial fracture"
"1613900","Repair of facial bone"
"1614500","Removal of internal fixation device from facial bone"
"1614800","Bone graft to facial bone"
"1614801","Bone and soft tissue reconstruction of facial bone"
"1614802","Augmentation of facial bone with alloplastic material"
"1614898","Other reconstructive operation of facial bone"
"1619999","Other procedures and operations on facial bone"
"1620000","Temporomandibular joint arthroscopy"
"1620692","Arthrography of temporomandibular joint"
"1621","OPHTHALMOSCOPY"
"1621100","Removal of internal fixation device from temporomandibular joint"
"1621500","Manipulation of temporomandibular joint"
"1622","Diagnostic asp of orbit"
"1622400","Arthroscopic lysis adhesion of temporomandibular joint"
"1622600","Debridement of temporomandibular joint"
"1622601","Condylar shave temporomandibular"
"1622602","High condylectomy temporomandibular"
"1622603","Temporomandibular joint eminectomy"
"1622604","Temporomandibular joint menisectomy"
"1622605","Temporomandibular joint synovectomy"
"1622606","Temporomandibular joint myotomy"
"1622607","Temporomandibular joint discectomy"
"1622610","Arthroscopic debridement of temporomandibular joint"
"1622615","Arthroscopic synovectomy of temporomandibular joint"
"1622617","Arthroscopic discectomy of temporomandibular joint"
"1622620","Gap arthroplasty of temporomandibular joint"
"1622621","Gap arthroplasty of temporomandibular joint with interposition material"
"1622698","Other excisional operation of temporomandibular joint"
"1623","Eyeball & orbit biopsy"
"1623600","Closed reduction of temporomandibular dislocation"
"1623601","Open reduction of temporomandibular dislocation"
"1623810","Arthroscopic temporomandibular articular disc repositioning and stabilization"
"1623900","Repair of temporomandibular joint capsule"
"1623901","Repair of temporomandibular joint meniscus"
"1623998","Other repair of temporomandibular joint"
"1624400","Operative insertion of articular disc of temporomandibular joint"
"1624800","Arthroplasty of temporomandibular joint"
"1624801","Reconstruction of temporomandibular joint - with autogenous material"
"1624802","Reconstruction of temporomandibular joint - with alloplastic material"
"1624898","Other reconstruction of temporomandibular joint"
"1628100","Injection of therapeutic substance into temporomandibular joint"
"1629","Eyebal/orbit dx proc NEC"
"1629910","Nonsurgical treatments e.g. physiotherapy, jaw exercise, occlusal splint, acupuncture thermal, ultr"
"1629999","Other procedures and operations on temporomandibular joint"
"1630400","Biopsy of eyelid"
"1631","Eye evisc w synch implan"
"1639","Eyeball evisceration NEC"
"1641","Eye enuc/implan/musc att"
"1642","Eye enuc w implant NEC"
"1649","Eyeball enucleation NEC"
"1651","Radical orbitomaxillect"
"1652","Orbit exent w bone remov"
"1659","Orbital exenteration NEC"
"1661","2ndry ocular imp insert"
"1662","Revis/reinsert ocul imp"
"1663","Revis enuc socket w grft"
"1664","Enuc socket revis NEC"
"1665","2ndry exent cavity graft"
"1666","Revis exenter cavity NEC"
"1669","2nd op post eye rem NEC"
"1671","Remove ocular implant"
"1672","Remove orbital implant"
"1681","Repair of orbital wound"
"1682","Repair eyeball rupture"
"1689","Eye/orbit inj repair NEC"
"1691","RETROBULBAR INJECTION"
"1692","Excision orbital lesion"
"1693","Excision eye lesion N0S"
"1698","Operation on orbit NEC"
"1699","Operation on eyeball NEC"
"1711","Lap dir ing hern-graft"
"1712","Lap indir ing hern-graft"
"1713","Lap ing hern-graft NOS"
"1721","Lap bil dir ing hrn-grft"
"1722","Lap bi indir ing hrn-grf"
"1723","Lap bi dr/ind ing hrn-gr"
"1724","Lap bil ing hern-grf NOS"
"1731","Lap mul seg res lg intes"
"1732","Laparoscopic cecectomy"
"1733","Lap right hemicolectomy"
"1734","Lap res transverse colon"
"1735","Lap left hemicolectomy"
"1736","Lap sigmoidectomy"
"1739","Lap pt ex lrg intest NEC"
"1741","Open robotic assist proc"
"1742","Lap robotic assist proc"
"1743","Perc robotic assist proc"
"1744","Endo robotic assist proc"
"1745","Thoraco robotic ast proc"
"1749","Robotic ast proc NEC/NOS"
"1751","Implant CCM,total system"
"1752","Implant CCM pulse genrtr"
"1753","Perc atherect extracran v"
"1754","Perc atherect intracran v"
"1755","Translumi coro atherect"
"1756","Atherect oth non-coro v"
"1761","LITT lesn brain,guidance"
"1762","LITT les hd/nck,guidance"
"1763","LITT lesn liver,guidance"
"1769","LITT lesn, guide oth/NOS"
"1770","IV infusion clofarabine"
"1771","Non-coronary IFVA"
"1773600","Reduction of fracture of orbit"
"1773700","External fixation of fracture of orbit"
"1773701","Internal fixation of fracture of orbit"
"1773900","Repair of wound of orbit"
"1773999","Other repair of injury of orbit"
"1781","Ins antimicrob envelop"
"1783900","Suture of laceration of external ear or pinna"
"1788000","Dressing wound of external ear - - - - - - -"
"1801","PIERCING OF EAR LOBE"
"1802","EXT AUDITORY CANAL INCIS"
"1809","EXTERNAL EAR INCIS NEC"
"1811","OTOSCOPY"
"1812","EXTERNAL EAR BIOPSY"
"1819","EXT EAR DIAGNOS PROC NEC"
"1821","Preauricular sinus excis"
"1829","DESTRUCT EXT EAR LES NEC"
"1831","Rad excis ext ear les"
"1839","Excis external ear NEC"
"184","SUTURE EXT EAR LAC"
"185","Correction prominent ear"
"1852600","Excision of nasoalveolar cys"
"1853900","Suture of laceration of nose"
"1853999","Other repair and plastic operation on nose"
"1858000","Dressing wound on nose"
"186","Ext audit canal reconstr"
"1861100","Removal of nasal packing"
"1861200","Replacement of nasal packing"
"1862500","Control of epistaxis by anterior nasal packing"
"1869999","Other operation on nasal cavity"
"1871","Construction ear auricle"
"1872","Reattach amputated ear"
"1879","Plastic rep ext ear NEC"
"189","Other ext ear operations"
"190","Stapes mobilization"
"1911","Stapedect w replac incus"
"1919","Stapedectomy NEC"
"1920000","Transillumination of nasal sinus maxillary sinus"
"1920401","Open biopsy of nasal sinus maxillary sinus"
"1920500","Plain radiography of paranasal sinus maxillary sinus"
"1920800","Computed tomography of paranasal sinuses maxillary sinus"
"1920920","MRI of paranasal sinuses (with IV contrast) maxillary sinus"
"1921","Rev stapdec w incus repl"
"1922201","Puncture of nasal sinus for aspiration or lavage maxillary sinus"
"1922210","Intranasal antrotomy"
"1922211","Nasoantral window endoscope"
"1922212","Radical maxillary antrotomy"
"1922219","Other external maxillary antrotomy"
"1924000","Closure of nasal sinus fistula maxillary sinus"
"1929","Stapedectomy revis NEC"
"1929999","Other operation on nasal sinuses maxillary sinus"
"193","Ossicular chain op NEC"
"1932209","Aspiration - and lavage of nasal sinus, not otherwise specified"
"1932219","Sinusotomy, not othewise specified"
"1932610","Sinusectomy"
"1932619","Sinusectomy, not otherwise specified"
"1933999","Other repair of nasal sinus"
"1934000","Closure of nasal sinus fistula"
"1939999","Other operation on nasal sinuses"
"194","Myringoplasty"
"1950400","Closed (needle) biopsy of parotid gland or duct"
"1950401","Open biopsy of parotid gland or duct"
"1950499","Other diagnostic procedures on parotid gland or ducts"
"1951100","Removal of calculus from parotid salivary duct"
"1952","Type 2 tympanoplasty"
"1952200","Drainage of abscess of parotid area"
"1952600","Superficial parotidectomy, partial parotidectomy"
"1952601","Total parotidectomy partial"
"1952698","Other excision of parotid gland lesion"
"1952699","Parotidectomy, not otherwise specified"
"1953","Type 3 tympanoplasty"
"1953100","Dilatation of parotid salivary duct"
"1953900","Repair of parotid salivary duct"
"1953901","Suture of laceration of parotid gland"
"1953999","Other repair on parotid gland or duct"
"1954","Type 4 tympanoplasty"
"1954000","Closure of parotid gland fistula"
"1954500","Open removal of calculus from parotid salivary duct"
"1954899","Other plastic operation on parotid gland or duct"
"1955","Type 5 tympanoplasty"
"1959999","Other operation of parotid salivary gland or duct"
"196","Tympanoplasty revision"
"1960400","Closed(needle) biopsy of submandibular gland or duct"
"1960401","Open biopsy of submandibular gland or duct"
"1960499","Other diagnostic procesures on submandibular  grand or ducts"
"1961100","Removal of calculus from submandibular duct"
"1962200","Drainage of abscess of submandibular gland"
"1962600","Partial excision of submandibular gland"
"1962601","Total excision of submandibular gland"
"1962608","Other excision of submandibular gland"
"1962699","Excision of submandibular gland, not otherwise specified"
"1963100","Dilatation of submandibular duct"
"1963900","Repair of submandibular duct"
"1963901","Suture of laceration of submandibular salivary gland"
"1963999","Other repair on submandibular gland or duct"
"1964000","Closure of submandibular gland fistula"
"1964500","Open removal of calculus from - submandibular duct"
"1964899","Other plastic operation on - submandibular gland or duct"
"1969999","Other operation of submandibular gland or duct"
"1970560","Sialogram (using iodinated oil contrast)"
"1980400","Closed(needle) biopsy of salivary gland"
"1980401","Open biopsy of salivary gland"
"1980499","Other diagnostic procedures on salivary gland or duct"
"1980502","Panoramic film arthrogram,"
"1980506","Tomographic survey arthrogram,"
"1981100","Removal of calculus from salivary duct"
"1982100","Incision of salivary gland or duct"
"1982200","Drainage of abscess of salivary gland"
"1982201","Marsupialization of salivary gland or duct"
"1982600","Partial sialoadenectomy salivary"
"1982601","Complete sialoadenectomy salivary"
"1982608","Other excision of salivary gland lesion"
"1982699","Sialoadenectomy, not otherwise specified"
"1983100","Dilatation of salivary duct"
"1983900","Repair of salivary duct"
"1983901","Suture of laceration of salivary gland"
"1983999","Other repair on salivary gland or duct"
"1984000","Closure of salivary gland fistula"
"1984400","Probing of salivary duct"
"1984500","Open removal of calculus from salivary duct"
"1984808","Other plastic operation on salivary gland or duct"
"1989999","Other operation of salivary gland or duct"
"199","Middle ear repair NEC"
"2000500","Plain radiography of neck (AP and lateral)"
"2000502","Plain radiography of neck (lateral)"
"2001","Myringotomy w intubation"
"2009","MYRINGOTOMY NEC"
"201","TYMPANOSTOMY TUBE REMOVE"
"2010400","Biopsy of neck skin and subcutaneous tissue"
"2011100","Removal of foreign body from neck skin and subcutaneous tissue"
"2012100","Incision of pilonidal cyst or sinus of neck skin"
"2012108","Other incision of neck skin and subcutaneous tissue"
"2012200","Aspiration of neck skin and subcutaneous tissue"
"2012201","Drainage of neck skin and subcutaneous tissue"
"2012600","Excisional debridement of wound, infection or burn of neck skin"
"2012601","Excision of pilonidal cyst or sinus of neck skin"
"2012602","Excision of neck skin for graft to other site"
"2012608","Other local excision of lesion of neck skin and subcutaneous tissue"
"2012610","Cutting and preparation of pedical grafts of flaps"
"2012615","Radical excision of neck skin lesion"
"2012805","Nonexcisional debridement of wound, infection or burn of neck skin"
"2012808","Other local destruction of lesion of neck skin and subcutaneous tissue"
"2013900","Suture of laceration of neck skin"
"2013908","Other repair of neck skin"
"2014700","Revision of pedicle or flap graft of neck skin"
"2014800","Advancement of pedicle graft of neck skin"
"2014801","Attachment of pedicle or flap graft of neck skin"
"2014802","Neck skin reduction plastic operation"
"2014803","Relaxation of scar or web contracture of neck skin"
"2014809","Other reconstruction of neck skin"
"2015000","Hair transplant of neck skin"
"2015001","Splitthickness neck skin graft"
"2015002","Fullthickness neck skin graft"
"2015004","Homograft to neck skin"
"2018000","Wound dressing at neck"
"2019999","Other procedures and operations on neck skin"
"2021","Mastoid incision"
"2022","Petrus pyram air cel inc"
"2023","Middle ear incision"
"2031","ELECTROCOCHLEOGRAPHY"
"2032","Mid & inner ear biopsy"
"2039","Mid/in ear dx proc NEC"
"2041","Simple mastoidectomy"
"2042","Radical mastoidectomy"
"2049","Mastoidectomy NEC"
"2051","Excise middle ear lesion"
"2059","Middle ear excision NEC"
"2059999","Other procedures and operations on carotid artery"
"2061","Inner ear fenestration"
"2062","Revis inner ear fenestra"
"2071","Endolymphatic shunt"
"2072","Inner ear injection"
"2079","Inc/exc/destr in ear NEC"
"208","EUSTACHIAN TUBE OPS"
"2091","Tympanosympathectomy"
"2092","Mastoidectomy revision"
"2093","Repair oval/round window"
"2094","TYMPANIC INJECTION"
"2095","Elecmag hear dev implant"
"2096","Implt cochlear prost NOS"
"2097","Imp/rep schan coch pros"
"2098","Imp/rep mchan cochl pros"
"2099","Mid-inner ear ops NEC"
"2100","CONTROL OF EPISTAXIS NOS"
"2101","ANT NASAL PACK FOR EPIST"
"2102","POST NASAL PAC FOR EPIST"
"2103","CAUTERY TO STOP EPISTAX"
"2104","Ethmoid art ligat-epist"
"2105","Max art lig for epistax"
"2106","Ext carot art lig-epist"
"2107","Nasal sept grft-epistax"
"2109","Epistaxis control NEC"
"211","INCISION OF NOSE"
"2121","Rhinoscopy"
"2122","NASAL BIOPSY"
"2129","NASAL DX PROC NEC"
"2130","NASAL LESION EXCIS NOS"
"2131","INTRANAS LES DESTRUCTION"
"2132","NASAL LES DESTRUCT NEC"
"214","Resection of nose"
"2140400","Biopsy of lymphatic structure"
"2140401","Biopsy of cervical lymph node"
"2140408","Other diagnostic procedure on lymphatic structure"
"2142100","Incision of lymphatic structure"
"2142600","Excision of cervical lymph node"
"2142601","Simple excision of other neck lymphatic structures		"
"2142602","Regional cervical lymph node excision"
"2142603","Radical neck dissection, unilateral"
"2142604","Modified radical neck dissection, unilateral"
"2142605","Radical neck dissection, bilateral"
"2142606","Modified radical neck dissection, bilateral"
"2142609","Radical neck dissection, not otherwise specified"
"2149999","Other procedures and operations on cervical lymph nodes"
"215","Submuc nasal sept resect"
"2161","Diather/cryo turbinectom"
"2162","Turbinate fracture"
"2162210","Incision and drainage of submandibular space"
"2169","Turbinectomy NEC"
"2171","CLOS REDUCTION NASAL FX"
"2172","Open reduction nasal fx"
"2172210","Incision and drainage of other fascial space of head and neck"
"2181","NASAL LACERATION SUTURE"
"2182","Nasal fistula closure"
"2183","Tot nasal reconstruction"
"2184","Revision rhinoplasty"
"2185","Augmentation rhinoplasty"
"2186","Limited rhinoplasty"
"2187","Rhinoplasty NEC"
"2188","Septoplasty NEC"
"2189","Nasal repair NEC"
"2191","LYSIS OF NASAL ADHESIONS"
"2199","Nasal operation NEC"
"2200","SINUS ASPIRAT/LAVAGE NOS"
"2201","SINUS PUNCT FOR LAVAGE"
"2202","SINUS LAVAGE THRU OSTIUM"
"2211","CLOSED NASAL SINUS BX"
"2212","Open biopsy nasal sinus"
"2212200","Drainage of thyroglossal tract by incision"
"2212600","Excision of thyroglossal duct or tract"
"2219","NASAL SINUS DX PROC NEC"
"2219999","Other procedures and operations on thyroglossal remnant"
"222","INTRANASAL ANTROTOMY"
"2231","Radical maxillary antrot"
"2239","Ext maxillary antrot NEC"
